Year,CommodityCode,CropName,CountyCode,County,HarvestedAcres,Yield(Unit/Acre),Production,Price(Dollars/Unit),Unit,Value(Dollars)
2012,216299,GRAPESWINE,83,SantaBarbara,20500,3.26,66800,1363.88,Tons,91107000
2012,216299,GRAPESWINE,85,SantaClara,1580,3.92,6190,1170.92,Tons,7248000
2012,216299,GRAPESWINE,87,SantaCruz,630,3.16,1990,2701.01,Tons,5375000
2012,216299,GRAPESWINE,89,Shasta,160,1.50,240,975.00,Tons,234000
2012,216299,GRAPESWINE,95,Solano,4040,5.89,23800,831.01,Tons,19778000
2012,216299,GRAPESWINE,97,Sonoma,58300,4.58,267000,2183.30,Tons,582942000
2012,216299,GRAPESWINE,105,Trinity,114,2.33,266,1214.29,Tons,323000
2012,216299,GRAPESWINE,107,Tulare,15900,13.65,217000,348.53,Tons,75631000
2012,216299,GRAPESWINE,113,Yolo,12200,7.84,95700,692.72,Tons,66293000
2011,216299,GRAPESWINE,1,Alameda,2650,3.47,9190,1296.63,Tons,11916000
2011,216299,GRAPESWINE,5,Amador,3480,2.93,10200,1144.71,TONS,11676000
2011,216299,GRAPESWINE,9,Calaveras,900,2.4,2160,1350,TONS,2916000
2011,216299,GRAPESWINE,11,Colusa,2400,7.25,17400,615.52,Tons,10710000
2011,216299,GRAPESWINE,17,ElDorado,2010,2.12,4270,1203.04,Tons,5137000
2011,216299,GRAPESWINE,19,Fresno,68900,13.13,905000,335.5,Tons,303628000
2011,216299,GRAPESWINE,29,Kern,35000,11.66,408000,331.26,Tons,135155000
2011,216299,GRAPESWINE,31,Kings,3590,15.1,54200,308.67,Tons,16730000
2011,216299,GRAPESWINE,33,Lake,8180,4.16,34000,1176.26,Tons,39993000
2011,216299,GRAPESWINE,39,Madera,48900,10.82,529000,307.56,Tons,162698000
2011,216299,GRAPESWINE,41,Marin,186,1.03,191,4623.04,Tons,883000
2011,216299,GRAPESWINE,43,Mariposa,106,0.75,80,1165,Tons,93200
2011,216299,GRAPESWINE,45,Mendocino,16700,3.44,57400,1247.32,Tons,71596000
2011,216299,GRAPESWINE,47,Merced,11600,10.09,117000,428.88,Tons,50179000
2011,216299,GRAPESWINE,51,Mono,4,23.5,94,670.21,Tons,63000
2011,216299,GRAPESWINE,53,Monterey,43000,2.88,124000,1136.9,Tons,140976000
2011,216299,GRAPESWINE,55,Napa,43600,2.8,122000,3470.84,Tons,423442000
2011,216299,GRAPESWINE,57,Nevada,343,5.19,1780,1101.12,Tons,1960000
2011,216299,GRAPESWINE,61,Placer,190,1.94,368,1089.67,Tons,401000
2011,216299,GRAPESWINE,65,Riverside,2772,2.3,6380,1050.31,Tons,6701000
2011,216299,GRAPESWINE,67,Sacramento,27200,6.51,177000,525.01,Tons,92926000
2011,216299,GRAPESWINE,69,SanBenito,3650,3.75,13700,1026.06,Tons,14057000
2011,216299,GRAPESWINE,71,SanBernardino,317,2.23,708,382.77,Tons,271000
2011,216299,GRAPESWINE,73,SanDiego,416,2,832,1086.54,Tons,904000
2011,216299,GRAPESWINE,77,SanJoaquin,92600,5.6,519000,550.56,Tons,285739000
2011,216299,GRAPESWINE,79,SanLuisObispo,35100,3.28,115000,1128.16,Tons,129738000
2011,216299,GRAPESWINE,81,SanMateo,135,,,,Tons,508000
2011,216299,GRAPESWINE,83,SantaBarbara,20500,2.93,60100,1280.52,Tons,76959000
2011,216299,GRAPESWINE,85,SantaClara,1550,3.17,4910,1344.4,Tons,6601000
2011,216299,GRAPESWINE,87,SantaCruz,644,1.04,670,2398.51,Tons,1607000
2011,216299,GRAPESWINE,89,Shasta,150,2.4,360,1050,Tons,378000
2011,216299,GRAPESWINE,95,Solano,3900,3.67,14300,728.6,Tons,10419000
2011,216299,GRAPESWINE,97,Sonoma,58100,2.87,167000,2078.32,Tons,347080000
2011,216299,GRAPESWINE,105,Trinity,114,2.33,266,1214.29,Tons,323000
2011,216299,GRAPESWINE,107,Tulare,21700,11.89,258000,306.47,Tons,79070000
2011,216299,GRAPESWINE,113,Yolo,12000,6.8,81600,597.51,Tons,48757000
2011,216299,GRAPESWINE,115,Yuba,57,2.19,125,1144,Tons,143000
2010,216299,GRAPESWINE,1,Alameda,2240,5.63,12600,906.27,Tons,11419000
2010,216299,GRAPESWINE,5,Amador,3430,2.92,10000,1038.3,TONS,10383000
2010,216299,GRAPESWINE,9,Calaveras,800,3,2400,1300,TONS,3120000
2010,216299,GRAPESWINE,17,ElDorado,1950,2.39,4670,1049.04,Tons,4899000
2010,216299,GRAPESWINE,19,Fresno,60100,14.69,883000,279.97,Tons,247213000
2010,216299,GRAPESWINE,29,Kern,34100,13.26,452000,264.38,Tons,119501000
2010,216299,GRAPESWINE,31,Kings,4130,11.84,48900,255.32,Tons,12485000
2010,216299,GRAPESWINE,33,Lake,7940,4.04,32100,1109.66,Tons,35620000
2010,216299,GRAPESWINE,39,Madera,47600,10.4,495000,243.46,Tons,120514000
2010,216299,GRAPESWINE,41,Marin,186,1.11,207,5125.6,Tons,1061000
2010,216299,GRAPESWINE,43,Mariposa,95,1.03,98,820.41,Tons,80400
2010,216299,GRAPESWINE,45,Mendocino,16700,3.95,65900,1121.46,Tons,73904000
2010,216299,GRAPESWINE,47,Merced,11200,9.02,101000,334.29,Tons,33763000
2010,216299,GRAPESWINE,51,Mono,25,3.52,88,647.73,Tons,57000
2010,216299,GRAPESWINE,53,Monterey,43300,4.09,177000,976.93,Tons,172916000
2010,216299,GRAPESWINE,55,Napa,43300,3.21,139000,3265.35,Tons,453883000
2010,216299,GRAPESWINE,57,Nevada,236,3.12,736,1402.17,Tons,1032000
2010,216299,GRAPESWINE,61,Placer,226,2,452,1070.8,Tons,484000
2010,216299,GRAPESWINE,65,Riverside,2100,3.2,6710,1093.74,Tons,7339000
2010,216299,GRAPESWINE,67,Sacramento,24600,8.41,207000,447.13,Tons,92556000
2010,216299,GRAPESWINE,69,SanBenito,3690,5.12,18900,894.66,Tons,16909000
2010,216299,GRAPESWINE,71,SanBernardino,546,1.15,626,538.34,Tons,337000
2010,216299,GRAPESWINE,73,SanDiego,447,1.7,760,1032.89,Tons,785000
2010,216299,GRAPESWINE,77,SanJoaquin,95100,5.7,542000,456.9,Tons,247641000
2010,216299,GRAPESWINE,79,SanLuisObispo,33800,5.15,174000,997.46,Tons,173558000
2010,216299,GRAPESWINE,81,SanMateo,137,,,,Tons,613000
2010,216299,GRAPESWINE,83,SantaBarbara,21800,3.79,82700,1177.45,Tons,97375000
2010,216299,GRAPESWINE,85,SantaClara,1530,3.59,5490,1285.79,Tons,7059000
2010,216299,GRAPESWINE,87,SantaCruz,607,2.22,1350,2271.11,Tons,3066000
2010,216299,GRAPESWINE,89,Shasta,160,3.8,608,1049.34,Tons,638000
2010,216299,GRAPESWINE,95,Solano,3620,3.76,13600,681.99,Tons,9275000
2010,216299,GRAPESWINE,97,Sonoma,56500,3.4,192000,2033.58,Tons,390448000
2010,216299,GRAPESWINE,105,Trinity,114,2.33,266,1214.29,Tons,323000
2010,216299,GRAPESWINE,107,Tulare,18700,12.62,236000,260.17,Tons,61399000
2010,216299,GRAPESWINE,113,Yolo,11400,6.62,75500,604.64,Tons,45650000
2010,216299,GRAPESWINE,115,Yuba,76,4.3,327,1339.45,Tons,438000
2009,216299,GRAPESWINE,1,Alameda,2410,5.02,12110,1158.13,Tons,14025000
2009,216299,GRAPESWINE,5,Amador,3410,3.20,10912,1046.00,TONS,11414000
2009,216299,GRAPESWINE,9,Calaveras,800,3.50,2800,1200.00,TONS,3360000
2009,216299,GRAPESWINE,17,ElDorado,1760,2.93,5165,1139.48,Tons,5885400
2009,216299,GRAPESWINE,19,Fresno,64376,12.48,803560,253.16,Tons,203428000
2009,216299,GRAPESWINE,29,Kern,34260,10.48,358900,273.03,Tons,97990000
2009,216299,GRAPESWINE,31,Kings,4122,12.30,50698,283.86,Tons,14391000
2009,216299,GRAPESWINE,33,Lake,7715,4.10,31623,1215.90,Tons,38450400
2009,216299,GRAPESWINE,39,Madera,50300,9.80,493153,241.25,TONS,118975000
2009,216299,GRAPESWINE,41,Marin,193,1.27,246,3186.59,Tons,783900
2009,216299,GRAPESWINE,43,Mariposa,90,1.11,100,1050.00,Tons,105000
2009,216299,GRAPESWINE,45,Mendocino,16616,3.59,59617,1316.78,Tons,78502500
2009,216299,GRAPESWINE,47,Merced,11317,11.36,128596,325.21,Tons,41821000
2009,216299,GRAPESWINE,53,Monterey,41114,4.99,205000,1161.38,Tons,238082000
2009,216299,GRAPESWINE,55,Napa,43031,3.32,142976,3462.25,Tons,495018700
2009,216299,GRAPESWINE,57,Nevada,248,10.44,2590,542.63,Tons,1405400
2009,216299,GRAPESWINE,61,Placer,211,2.40,506,997.04,Tons,504500
2009,216299,GRAPESWINE,65,Riverside,1891,3.45,6524,1085.99,Tons,7085000
2009,216299,GRAPESWINE,67,Sacramento,25110,7.60,190836,495.50,Tons,94559000
2009,216299,GRAPESWINE,69,SanBenito,3806,4.75,18079,1042.98,Tons,18856000
2009,216299,GRAPESWINE,71,SanBernardino,246,2.17,534,1637.27,Tons,874300
2009,216299,GRAPESWINE,73,SanDiego,489,1.50,734,1203.13,Tons,883100
2009,216299,GRAPESWINE,77,SanJoaquin,91170,7.42,676410,419.47,Tons,283735000
2009,216299,GRAPESWINE,79,SanLuisObispo,34100,4.32,147380,1128.90,Tons,166378000
2009,216299,GRAPESWINE,81,SanMateo,135,,,,,625000
2009,216299,GRAPESWINE,83,SantaBarbara,22050,4.50,99225,1385.00,Tons,137426600
2009,216299,GRAPESWINE,85,SantaClara,1516,3.70,5609,1244.96,Tons,6983000
2009,216299,GRAPESWINE,87,SantaCruz,629,2.31,1453,2229.18,Tons,3239000
2009,216299,GRAPESWINE,89,Shasta,190,3.50,665,1120.00,Tons,744800
2009,216299,GRAPESWINE,95,Solano,3731,4.72,17607,691.86,Tons,12181600
2009,216299,GRAPESWINE,97,Sonoma,56306,3.78,212675,2186.61,Tons,465036400
2009,216299,GRAPESWINE,105,Trinity,114,,,,,237300
2009,216299,GRAPESWINE,107,Tulare,17829,12.29,219160,252.50,Tons,55338000
2009,216299,GRAPESWINE,113,Yolo,13187,7.63,100643,560.63,Tons,56423600
2009,216299,GRAPESWINE,115,Yuba,91,3.87,352,1383.52,Tons,487000
2008,216299,GRAPESWINE,1,Alameda,2526,3.73,9417,911.76,TONS,8586000
2008,216299,GRAPESWINE,5,Amador,3754,3.20,12013,1238.98,TONS,14883900
2008,216299,GRAPESWINE,9,Calaveras,600,1.95,1170,1100.00,TONS,1287000
2008,216299,GRAPESWINE,17,ElDorado,1901,2.20,4182,1250.38,TONS,5229100
2008,216299,GRAPESWINE,19,Fresno,69631,14.94,1040100,250.93,TONS,260990000
2008,216299,GRAPESWINE,29,Kern,36830,11.18,411800,265.52,TON,109340000
2008,216299,GRAPESWINE,31,Kings,3831,9.74,37306,245.72,TONS,9167000
2008,216299,GRAPESWINE,33,Lake,8004,3.50,27974,1223.53,TONS,34227000
2008,216299,GRAPESWINE,39,Madera,55200,10.06,555466,250.29,TON,139027000
2008,216299,GRAPESWINE,41,Marin,195,1.02,199,3537.19,TONS,703900
2008,216299,GRAPESWINE,43,Mariposa,100,1.48,148,1175.68,TONS,174000
2008,216299,GRAPESWINE,45,Mendocino,16400,2.79,45779,1355.36,TONS,62047200
2008,216299,GRAPESWINE,47,Merced,11075,9.73,107757,315.40,TONS,33987000
2008,216299,GRAPESWINE,53,Monterey,40144,5.01,201000,1185.90,TON,238366000
2008,216299,GRAPESWINE,55,Napa,42870,2.70,115864,3451.57,TONS,399913100
2008,216299,GRAPESWINE,57,Nevada,402,2.96,1189,1280.82,TONS,1522900
2008,216299,GRAPESWINE,61,Placer,212,2.31,490,1015.71,TONS,497700
2008,216299,GRAPESWINE,65,Riverside,2165,1.85,4005,1121.07,TONS,4489900
2008,216299,GRAPESWINE,67,Sacramento,24464,5.36,131125,513.80,TON,67372000
2008,216299,GRAPESWINE,69,SanBenito,3806,3.30,12560,1107.01,TON,13904000
2008,216299,GRAPESWINE,71,SanBernardino,171,3.89,665,1008.27,TON,670500
2008,216299,GRAPESWINE,73,SanDiego,365,1.70,621,1020.13,TON,633500
2008,216299,GRAPESWINE,77,SanJoaquin,89025,5.28,470060,469.39,TON,220643000
2008,216299,GRAPESWINE,79,SanLuisObispo,34622,2.99,103507,1199.20,TONS,124126000
2008,216299,GRAPESWINE,81,SanMateo,96,,,,,481000
2008,216299,GRAPESWINE,83,SantaBarbara,21643,2.86,61797,1394.05,TONS,86148100
2008,216299,GRAPESWINE,85,SantaClara,1510,3.00,4530,1426.05,TONS,6460000
2008,216299,GRAPESWINE,87,SantaCruz,612,1.93,1181,2488.57,TON,2939000
2008,216299,GRAPESWINE,95,Solano,4002,3.53,14137,782.68,TONS,11064700
2008,216299,GRAPESWINE,97,Sonoma,55431,3.05,168992,2255.09,TONS,381092000
2008,216299,GRAPESWINE,105,Trinity,114,,,,,237300
2008,216299,GRAPESWINE,107,Tulare,21728,11.94,259420,250.51,TON,64987000
2008,216299,GRAPESWINE,113,Yolo,12002,6.45,77402,542.70,TONS,42006000
2008,216299,GRAPESWINE,115,Yuba,91,1.27,116,4948.28,TONS,574000
2007,216299,GRAPESWINE,1,Alameda,1916,3.93,7526,857.69,TONS,6455000
2007,216299,GRAPESWINE,5,Amador,3697,3.40,12570,1056.98,TONS,13286300
2007,216299,GRAPESWINE,9,Calaveras,650,2.50,1625,1100.31,TONS,1788000
2007,216299,GRAPESWINE,17,ElDorado,1747,2.88,5029,1197.36,TONS,6021500
2007,216299,GRAPESWINE,19,Fresno,61224,11.81,722800,214.36,TON,154942000
2007,216299,GRAPESWINE,29,Kern,33100,10.27,340000,218.25,TONS,74206000
2007,216299,GRAPESWINE,31,Kings,3817,7.52,28719,230.27,TONS,6613000
2007,216299,GRAPESWINE,33,Lake,7949,4.57,36321,1196.26,TON,43449300
2007,216299,GRAPESWINE,39,Madera,53500,10.59,566559,206.58,TONS,117042000
2007,216299,GRAPESWINE,41,Marin,192,0.90,173,4368.21,TONS,755700
2007,216299,GRAPESWINE,43,Mariposa,97,1.20,116,1206.90,TONS,140000
2007,216299,GRAPESWINE,45,Mendocino,16342,3.77,61589,1223.41,TON,75348300
2007,216299,GRAPESWINE,47,Merced,9819,6.69,65702,274.09,TON,18008000
2007,216299,GRAPESWINE,53,Monterey,39636,5.65,224000,1123.23,TONS,251604000
2007,216299,GRAPESWINE,55,Napa,42338,3.43,145115,3256.77,TONS,472606600
2007,216299,GRAPESWINE,57,Nevada,385,4.23,1629,1280.91,TONS,2086600
2007,216299,GRAPESWINE,61,Placer,190,2.71,515,873.59,TONS,449900
2007,216299,GRAPESWINE,65,Riverside,2000,1.70,3400,1184.00,TONS,4025600
2007,216299,GRAPESWINE,67,Sacramento,24637,7.00,172459,432.40,TON,74571000
2007,216299,GRAPESWINE,69,SanBenito,3806,5.41,20590,1179.99,TON,24296000
2007,216299,GRAPESWINE,71,SanBernardino,132,3.13,413,1519.13,TON,627400
2007,216299,GRAPESWINE,73,SanDiego,328,1.90,623,995.35,TON,620100
2007,216299,GRAPESWINE,77,SanJoaquin,88913,6.28,557950,386.08,TON,215416000
2007,216299,GRAPESWINE,79,SanLuisObispo,34408,3.96,136276,1039.61,TON,141674000
2007,216299,GRAPESWINE,81,SanMateo,98,,,,,550000
2007,216299,GRAPESWINE,83,SantaBarbara,21263,3.35,71231,1402.74,TON,99918600
2007,216299,GRAPESWINE,85,SantaClara,1550,3.00,4650,1313.98,TON,6110000
2007,216299,GRAPESWINE,87,SantaCruz,598,2.13,1274,2383.83,TON,3037000
2007,216299,GRAPESWINE,95,Solano,4021,3.00,12083,669.95,TON,8095000
2007,216299,GRAPESWINE,97,Sonoma,54899,3.62,198533,2098.14,TON,416549600
2007,216299,GRAPESWINE,105,Trinity,114,,,,,237300
2007,216299,GRAPESWINE,107,Tulare,19561,10.25,200430,217.09,TON,43512000
2007,216299,GRAPESWINE,113,Yolo,11898,7.13,84853,548.16,TON,46513300
2007,216299,GRAPESWINE,115,Yuba,85,1.36,116,1750.00,TON,2030002006
2006,216299,GRAPESWINE,1,Alameda,2281,3.74,8534,937.97,TONS,8004600
2006,216299,GRAPESWINE,5,Amador,3701,3.68,13620,1079.98,TONS,14709300
2006,216299,GRAPESWINE,9,Calaveras,600,2.60,1560,1062.18,TONS,1657000
2006,216299,GRAPESWINE,17,ElDorado,1864,3.07,5720,1081.56,TONS,6186500
2006,216299,GRAPESWINE,19,Fresno,64116,8.83,566400,209.56,TONS,118692000
2006,216299,GRAPESWINE,29,Kern,35441,8.91,315620,207.95,TONS,65633000
2006,216299,GRAPESWINE,31,Kings,3624,10.98,39800,259.35,TONS,10322000
2006,216299,GRAPESWINE,33,Lake,7842,4.48,35153,1229.04,TONS,43204600
2006,216299,GRAPESWINE,39,Madera,54200,8.97,486375,193.81,TONS,94266000
2006,216299,GRAPESWINE,41,Marin,118,1.86,219,2273.52,TONS,497900
2006,216299,GRAPESWINE,43,Mariposa,100,1.02,102,1212.75,TONS,123700
2006,216299,GRAPESWINE,45,Mendocino,16142,4.40,70948,1237.00,TONS,87762600
2006,216299,GRAPESWINE,47,Merced,11397,9.93,113138,237.65,TONS,26887000
2006,216299,GRAPESWINE,53,Monterey,38165,5.50,210000,1038.01,TONS,217983000
2006,216299,GRAPESWINE,55,Napa,42188,3.62,152776,3070.33,TONS,469072900
2006,216299,GRAPESWINE,57,Nevada,358,3.71,1329,1170.28,TONS,1555300
2006,216299,GRAPESWINE,61,Placer,189,2.57,485,974.43,TONS,472600
2006,216299,GRAPESWINE,65,Riverside,1500,2.40,3600,1111.00,TONS,3999600
2006,216299,GRAPESWINE,67,Sacramento,25496,7.00,178472,408.70,TONS,72942000
2006,216299,GRAPESWINE,69,SanBenito,3788,4.20,15910,1229.98,TONS,19569000
2006,216299,GRAPESWINE,71,SanBernardino,136,4.91,668,842.37,TONS,562700
2006,216299,GRAPESWINE,73,SanDiego,309,2.10,649,797.84,TONS,517800
2006,216299,GRAPESWINE,77,SanJoaquin,92501,0.06,5610,36342.07,TONS,203879000
2006,216299,GRAPESWINE,79,SanLuisObispo,34662,4.27,148005,1026.92,TONS,151990000
2006,216299,GRAPESWINE,81,SanMateo,89,,,,,531000
2006,216299,GRAPESWINE,83,SantaBarbara,20829,4.43,92272,1163.71,TONS,107377800
2006,216299,GRAPESWINE,85,SantaClara,1750,3.80,6650,1120.00,TONS,7448000
2006,216299,GRAPESWINE,87,SantaCruz,600,3.00,1800,2390.00,TONS,4302000
2006,216299,GRAPESWINE,95,Solano,4293,2.89,12400,750.11,TONS,9301400
2006,216299,GRAPESWINE,97,Sonoma,55507,3.90,216248,1990.76,TONS,430496900
2006,216299,GRAPESWINE,105,Trinity,114,,,,,237300
2006,216299,GRAPESWINE,107,Tulare,19360,8.98,173930,208.41,TONS,36248000
2006,216299,GRAPESWINE,113,Yolo,10156,6.69,67944,559.98,TONS,38047300
2006,216299,GRAPESWINE,115,Yuba,84,1.79,150,1326.67,TONS,199000
2005,216299,GRAPESWINE,1,Alameda,2169,4.24,9189,930.68,TONS,8552000
2005,216299,GRAPESWINE,5,Amador,3874,3.42,13249,995.08,TONS,13183800
2005,216299,GRAPESWINE,9,Calaveras,500,2.60,1300,1200.00,TONS,1560000
2005,216299,GRAPESWINE,17,ElDorado,1906,2.44,4642,1064.20,TONS,4940000
2005,216299,GRAPESWINE,19,Fresno,77598,11.32,878500,223.29,TONS,196162000
2005,216299,GRAPESWINE,29,Kern,36167,10.66,385430,220.18,TONS,84864000
2005,216299,GRAPESWINE,31,Kings,3717,12.65,47009,239.08,TONS,11239000
2005,216299,GRAPESWINE,33,Lake,7518,4.26,31995,1192.35,TONS,38149100
2005,216299,GRAPESWINE,39,Madera,57600,10.73,618250,226.09,TONS,139782000
2005,216299,GRAPESWINE,41,Marin,108,1.04,112,2371.43,TONS,265600
2005,216299,GRAPESWINE,43,Mariposa,88,1.36,120,1183.33,TONS,142000
2005,216299,GRAPESWINE,45,Mendocino,16084,3.85,61962,1171.01,TONS,72557900
2005,216299,GRAPESWINE,47,Merced,11542,10.71,123574,278.11,TONS,34367000
2005,216299,GRAPESWINE,53,Monterey,38179,7.05,269000,946.52,TONS,254615000
2005,216299,GRAPESWINE,55,Napa,41910,4.32,181025,2987.43,TONS,540800000
2005,216299,GRAPESWINE,57,Nevada,350,3.72,1302,1294.55,TONS,1685500
2005,216299,GRAPESWINE,61,Placer,230,2.24,515,781.94,TONS,402700
2005,216299,GRAPESWINE,65,Riverside,1650,2.50,4125,963.01,TONS,3972400
2005,216299,GRAPESWINE,67,Sacramento,28045,8.70,243992,443.20,TONS,108137000
2005,216299,GRAPESWINE,69,SanBenito,3672,4.58,16818,1188.01,TONS,19980000
2005,216299,GRAPESWINE,71,SanBernardino,142,8.06,1145,1018.08,TONS,1165700
2005,216299,GRAPESWINE,73,SanDiego,268,2.30,616,634.42,TONS,390800
2005,216299,GRAPESWINE,77,SanJoaquin,95669,7.36,703870,410.10,TONS,288660000
2005,216299,GRAPESWINE,79,SanLuisObispo,33690,5.90,198819,977.64,TONS,194373000
2005,216299,GRAPESWINE,81,SanMateo,88,,,,,451000
2005,216299,GRAPESWINE,83,SantaBarbara,20308,6.18,125503,1277.78,TONS,160365200
2005,216299,GRAPESWINE,85,SantaClara,1720,4.00,6880,1061.05,TONS,7300000
2005,216299,GRAPESWINE,87,SantaCruz,575,1.39,799,2200.25,TONS,1758000
2005,216299,GRAPESWINE,95,Solano,4291,3.75,16081,728.07,TONS,11708100
2005,216299,GRAPESWINE,97,Sonoma,57050,4.05,230910,1864.64,TONS,430563500
2005,216299,GRAPESWINE,105,Trinity,114,,,,,237300
2005,216299,GRAPESWINE,107,Tulare,22831,9.60,219270,217.17,TONS,47618000
2005,216299,GRAPESWINE,113,Yolo,8464,8.38,70930,591.67,TONS,41967000
2005,216299,GRAPESWINE,115,Yuba,105,0.84,88,1011.36,TONS,89000
2004,216299,GRAPESWINE,1,Alameda,2526,3.60,9094,995.38,TONS,9052000
2004,216299,GRAPESWINE,5,Amador,3741,3.54,13243,1009.97,TONS,13375000
2004,216299,GRAPESWINE,9,Calaveras,500,2.40,1200,1050.00,TON,1260000
2004,216299,GRAPESWINE,17,ElDorado,1710,2.46,4209,1094.84,TONS,4608200
2004,216299,GRAPESWINE,19,Fresno,96692,9.01,871000,226.31,TON,197117000
2004,216299,GRAPESWINE,29,Kern,36542,8.69,317370,232.10,TON,73660000
2004,216299,GRAPESWINE,31,Kings,3023,10.49,31720,237.30,TON,7527000
2004,216299,GRAPESWINE,33,Lake,7076,3.94,27872,1139.17,TONS,31751000
2004,216299,GRAPESWINE,39,Madera,66200,9.25,612467,218.73,TONS,133966000
2004,216299,GRAPESWINE,41,Marin,110,1.26,139,1914.39,TONS,266100
2004,216299,GRAPESWINE,43,Mariposa,99,0.92,91,1098.90,TON,100000
2004,216299,GRAPESWINE,45,Mendocino,15608,3.35,52252,1150.99,TONS,60141500
2004,216299,GRAPESWINE,47,Merced,10729,7.78,83485,251.46,TONS,20993000
2004,216299,GRAPESWINE,53,Monterey,38614,4.45,172000,1013.84,TON,174380000
2004,216299,GRAPESWINE,55,Napa,40439,2.96,119874,2915.56,TON,349500000
2004,216299,GRAPESWINE,57,Nevada,349,4.11,1434,1527.68,TONS,2190700
2004,216299,GRAPESWINE,61,Placer,230,3.20,736,878.94,TONS,646900
2004,216299,GRAPESWINE,65,Riverside,1640,2.18,3575,668.03,TON,2388200
2004,216299,GRAPESWINE,67,Sacramento,25756,6.50,167414,444.60,TONS,74432000
2004,216299,GRAPESWINE,69,SanBenito,3636,3.32,12072,1567.01,TONS,18917000
2004,216299,GRAPESWINE,71,SanBernardino,147,4.27,627,708.77,TON,444400
2004,216299,GRAPESWINE,73,SanDiego,300,1.80,540,700.00,TON,378000
2004,216299,GRAPESWINE,77,SanJoaquin,83657,5.57,466331,403.09,TON,187974100
2004,216299,GRAPESWINE,79,SanLuisObispo,31913,4.00,127788,997.24,TON,127435000
2004,216299,GRAPESWINE,81,SanMateo,,,,,,417000
2004,216299,GRAPESWINE,83,SantaBarbara,17408,3.67,63887,1305.86,TON,83427500
2004,216299,GRAPESWINE,85,SantaClara,1870,3.30,6171,994.98,TON,6140000
2004,216299,GRAPESWINE,87,SantaCruz,572,1.20,686,2131.20,TONS,1462000
2004,216299,GRAPESWINE,95,Solano,4153,3.64,15118,676.75,TONS,10231100
2004,216299,GRAPESWINE,97,Sonoma,50010,3.31,165783,1882.64,TONS,312110200
2004,216299,GRAPESWINE,105,Trinity,114,,,,,237300
2004,216299,GRAPESWINE,107,Tulare,23764,9.65,229430,224.80,TON,51576000
2004,216299,GRAPESWINE,113,Yolo,9909,6.13,60739,548.92,TONS,33341000
2004,216299,GRAPESWINE,115,Yuba,92,2.27,209,1315.79,TON,275000
2003,216299,GRAPESWINE,1,Alameda,2284,3.21,7325,1077.41,TON,7892000
2003,216299,GRAPESWINE,5,Amador,3623,2.96,10724,982.00,TON,10531000
2003,216299,GRAPESWINE,9,Calaveras,480,1.88,900,1000.00,TON,900000
2003,216299,GRAPESWINE,17,ElDorado,1678,2.36,3953,1120.67,TON,4430000
2003,216299,GRAPESWINE,19,Fresno,72186,10.09,728500,166.12,TON,121015000
2003,216299,GRAPESWINE,29,Kern,41476,7.72,320040,156.15,TON,49975000
2003,216299,GRAPESWINE,31,Kings,3295,8.97,29555,173.10,TON,5116000
2003,216299,GRAPESWINE,33,Lake,6219,4.26,26483,1183.10,TON,31332000
2003,216299,GRAPESWINE,39,Madera,62600,9.47,593056,148.37,TON,87991000
2003,216299,GRAPESWINE,41,Marin,74,1.57,116,1991.38,TON,231000
2003,216299,GRAPESWINE,43,Mariposa,93,0.88,82,1439.02,TON,118000
2003,216299,GRAPESWINE,45,Mendocino,15576,3.72,57960,1213.95,TON,70360700
2003,216299,GRAPESWINE,47,Merced,11499,9.76,112253,259.89,TON,29173000
2003,216299,GRAPESWINE,53,Monterey,34287,4.41,151344,1058.64,TON,160219000
2003,216299,GRAPESWINE,55,Napa,39106,3.29,128814,2985.70,TON,384600000
2003,216299,GRAPESWINE,57,Nevada,356,3.67,1307,1350.80,TON,1765500
2003,216299,GRAPESWINE,61,Placer,200,1.76,352,1036.08,TON,364700
2003,216299,GRAPESWINE,65,Riverside,1266,3.29,4163,784.00,TON,3263800
2003,216299,GRAPESWINE,67,Sacramento,23698,6.30,149297,422.00,TON,63003000
2003,216299,GRAPESWINE,69,SanBenito,3163,4.57,14455,1510.00,TON,21827000
2003,216299,GRAPESWINE,71,SanBernardino,180,3.77,679,657.44,TON,446400
2003,216299,GRAPESWINE,73,SanDiego,304,2.08,632,380.22,TON,240300
2003,216299,GRAPESWINE,77,SanJoaquin,82350,5.74,472800,368.52,TON,174235900
2003,216299,GRAPESWINE,79,SanLuisObispo,29626,3.89,115188,1071.76,TON,123454000
2003,216299,GRAPESWINE,81,SanMateo,60,,,,,363000
2003,216299,GRAPESWINE,83,SantaBarbara,16667,2.88,48001,1371.81,TON,65848300
2003,216299,GRAPESWINE,85,SantaClara,1854,2.90,5377,1205.88,TON,6484000
2003,216299,GRAPESWINE,87,SantaCruz,574,3.33,1911,1350.08,TON,2580000
2003,216299,GRAPESWINE,95,Solano,4075,3.70,15060,664.46,TON,10006700
2003,216299,GRAPESWINE,97,Sonoma,52176,3.08,160768,1967.20,TON,316262300
2003,216299,GRAPESWINE,105,Trinity,114,,,,,237300
2003,216299,GRAPESWINE,107,Tulare,23886,9.21,220030,164.64,TON,36225000
2003,216299,GRAPESWINE,113,Yolo,10334,6.76,69858,534.89,TON,37366000
2003,216299,GRAPESWINE,115,Yuba,66,2.53,167,1323.35,TON,221000
